,Слово,"Частота встречи,раз",Частота встречи в %
37529,прискакивать,1,0.0
37530,сговорившись,2,0.0
37531,гусенку,2,0.0
37532,производят,5,0.0
37533,задумчивости,3,0.0
37534,складном,3,0.0
37535,проголодавшийся,1,0.0
37536,относится,8,0.0
37537,игриво,1,0.0
37538,блаженная,1,0.0
37539,просияла,2,0.0
37540,кидавший,1,0.0
37541,выигрывавший,1,0.0
37542,рассчитал,1,0.0
37543,чувствующий,1,0.0
37544,проигрывает,1,0.0
37545,искуснее,2,0.0
37546,фридландом,1,0.0
37547,размах,2,0.0
37548,увенчиваемые,1,0.0
37549,прорвания,1,0.0
37550,адский,1,0.0
37551,прокламация,4,0.0
37552,железных,1,0.0
37553,сбить,3,0.0
37554,объявляя,2,0.0
37555,трофеями,1,0.0
37556,забрания,1,0.0
37557,лоди,1,0.0
37558,маренго,1,0.0
37559,арколем,1,0.0
37560,ваграмом,3,0.0
37561,печальны,1,0.0
37562,ми,3,0.0
37563,употребленных,1,0.0
37564,невыигранное,1,0.0
37565,атакующим,1,0.0
37566,проигранное,3,0.0
37567,малейшая,1,0.0
37568,натянутой,1,0.0
37569,знамен,4,0.0
37570,скрытнопечальные,1,0.0
37571,испытываемому,1,0.0
37572,напасть,4,0.0
37573,шальное,1,0.0
37574,наступающий,1,0.0
37575,размахнулся,1,0.0
37576,орлов,14,0.0
37577,мягкая,1,0.0
37578,тряпка,1,0.0
37579,неотразимой,1,0.0
37580,охватывает,4,0.0
37581,атакуют,3,0.0
37582,возбудило,1,0.0
37583,расходившемся,1,0.0
37584,пороховом,2,0.0
37585,лужах,1,0.0
37586,кучами,1,0.0
37587,перестававший,1,0.0
37588,измучивший,1,0.0
37589,значительность,3,0.0
37590,зрелищу,3,0.0
37591,картинах,3,0.0
37592,непривычных,1,0.0
37593,плотными,1,0.0
37594,гудели,2,0.0
37595,дымили,1,0.0
37596,впал,2,0.0
37597,руководимым,1,0.0
37598,зависящим,1,0.0
37599,неуспеха,1,0.0
37600,ненужным,3,0.0
37601,ужасным,2,0.0
37602,понурив,1,0.0
37603,привозимые,1,0.0
37604,требовалось,4,0.0
37605,выслушивая,1,0.0
37606,доносивших,1,0.0
37607,долголетним,1,0.0
37608,сотнями,1,0.0
37609,называемая,3,0.0
37610,напряжение,2,0.0
37611,превозмогавшее,1,0.0
37612,виртембергскому,2,0.0
37613,высочеству,3,0.0
37614,разгромить,1,0.0
37615,доехать,1,0.0
37616,дохтурову,1,0.0
37617,ою,1,0.0
37618,привезено,2,0.0
37619,штабные,3,0.0
37620,пленении,2,0.0
37621,щербинин,7,0.0
37622,щербинина,3,0.0
37623,разминая,2,0.0
37624,ермолову,4,0.0
37625,отбиваема,1,0.0
37626,напряженности,2,0.0
37627,дошедшей,1,0.0
37628,отбегающих,1,0.0
37629,взвесив,1,0.0
37630,жевал,1,0.0
37631,жареную,1,0.0
37632,курицу,2,0.0
37633,сузившимися,1,0.0
37634,полупрезрительною,1,0.0
37635,афектированною,1,0.0
37636,небрежностью,2,0.0
37637,кумира,1,0.0
37638,отбить,2,0.0
37639,жевать,1,0.0
37640,захлебываясь,1,0.0
37641,поражен,2,0.0
37642,позволяйте,1,0.0
37643,назавтра,2,0.0
37644,запыхавшегося,2,0.0
37645,храброе,1,0.0
37646,погоним,1,0.0
37647,всхлипнул,4,0.0
37648,наступивших,1,0.0
37649,скривив,1,0.0
37650,полному,3,0.0
37651,черноволосому,1,0.0
37652,проведший,1,0.0
37653,объяви,1,0.0
37654,диктовался,1,0.0
37655,письменное,1,0.0
37656,избежания,2,0.0
37657,неопределимой,1,0.0
37658,поддерживающей,1,0.0
37659,называемое,5,0.0
37660,самодурство,1,0.0
37661,нерешительных,1,0.0
37662,упрямее,1,0.0
37663,передались,1,0.0
37664,концы,2,0.0
37665,передавались,2,0.0
37666,сообщился,3,0.0
37667,вытекало,2,0.0
37668,хитрых,1,0.0
37669,сфер,2,0.0
37670,колеблющиеся,1,0.0
37671,утешались,1,0.0
37672,ободрялись,1,0.0
37673,потерявший,2,0.0
37674,стоптанное,1,0.0
37675,овсяное,1,0.0
37676,курганною,1,0.0
37677,усиленно,2,0.0
37678,сосредоточенный,1,0.0
37679,заряда,1,0.0
37680,нерасходившемся,1,0.0
37681,бубухали,1,0.0
37682,застплавшей,1,0.0
37683,шипящим,1,0.0
37684,вылетали,3,0.0
37685,свистевшие,1,0.0
37686,перелетали,3,0.0
37687,вырывало,1,0.0
37688,оттаскивали,2,0.0
37689,уносили,1,0.0
37690,убиты,2,0.0
37691,колоннах,1,0.0
37692,трехсот,1,0.0
37693,молчаливы,1,0.0
37694,мрачны,1,0.0
37695,попавший,1,0.0
37696,кивер,1,0.0
37697,распускал,1,0.0
37698,собирал,1,0.0
37699,глиной,2,0.0
37700,распорошив,1,0.0
37701,ладонях,2,0.0
37702,начищал,1,0.0
37703,штык,1,0.0
37704,разминал,1,0.0
37705,ремень,1,0.0
37706,перетягивал,1,0.0
37707,пряжку,1,0.0
37708,перегибал,1,0.0
37709,переобувался,1,0.0
37710,домики,1,0.0
37711,калмыжек,1,0.0
37712,плели,2,0.0
37713,плетеночки,1,0.0
37714,погружены,2,0.0
37715,ранило,1,0.0
37716,убивало,1,0.0
37717,одобрительные,1,0.0
37718,посторонние,3,0.0
37719,отдыхало,1,0.0
37720,житейских,3,0.0
37721,заступила,1,0.0
37722,постромку,1,0.0
37723,пристяжную,1,0.0
37724,выправь,1,0.0
37725,обратила,3,0.0
37726,коричневая,1,0.0
37727,собаченка,2,0.0
37728,озабоченною,1,0.0
37729,рысцой,2,0.0
37730,ударившего,2,0.0
37731,гоготанье,1,0.0
37732,проходящим,1,0.0
37733,бледнели,2,0.0
37734,хмурились,2,0.0
37735,овсяного,1,0.0
37736,относили,1,0.0
37737,смыкались,2,0.0
37738,шаршавя,1,0.0
37739,оставленные,1,0.0
37740,косцами,1,0.0
37741,ошмурыгивал,3,0.0
37742,цветки,3,0.0
37743,полыни,5,0.0
37744,растущие,1,0.0
37745,меже,1,0.0
37746,принюхивался,1,0.0
37747,душисто,1,0.0
37748,горькому,1,0.0
37749,крепкому,2,0.0
37750,вчерашней,1,0.0
37751,слухом,2,0.0
37752,различая,1,0.0
37753,свистенье,1,0.0
37754,полетов,1,0.0
37755,приглядевшиеся,2,0.0
37756,приближавшемуся,1,0.0
37757,свисту,1,0.0
37758,закрытой,2,0.0
37759,дойти,4,0.0
37760,вырвало,1,0.0
37761,свистящая,1,0.0
37762,быстром,1,0.0
37763,полете,1,0.0
37764,приседающая,1,0.0
37765,батальонного,1,0.0
37766,шлепнулась,1,0.0
37767,фыркнула,1,0.0
37768,взвилась,1,0.0
37769,сронив,1,0.0
37770,отскакала,1,0.0
37771,прилегшего,1,0.0
37772,волчок,1,0.0
37773,дымясь,1,0.0
37774,лежащим,2,0.0
37775,полынь,3,0.0
37776,струйку,1,0.0
37777,вьющуюся,1,0.0
37778,вертящегося,1,0.0
37779,мячика,1,0.0
37780,взрыв,3,0.0
37781,осколков,1,0.0
37782,разбитой,1,0.0
37783,душный,1,0.0
37784,подбежало,1,0.0
37785,вызванные,1,0.0
37786,носилками,1,0.0
37787,всхрапывая,2,0.0
37788,подходи,1,0.0
37789,опустили,2,0.0
37790,берись,3,0.0
37791,прожужжала,1,0.0
37792,приладивши,1,0.0
37793,перевязочному,1,0.0
37794,мужичье,1,0.0
37795,трясущих,1,0.0
37796,подлаживай,1,0.0
37797,хведор,2,0.0
37798,задний,2,0.0
37799,подбежавший,1,0.0
37800,раскинутых,1,0.0
37801,завороченными,1,0.0
37802,полами,2,0.0
37803,палаток,4,0.0
37804,березника,1,0.0
37805,березнике,1,0.0
37806,хребтугах,1,0.0
37807,воробьи,1,0.0
37808,слетали,1,0.0
37809,подбирали,2,0.0
37810,просыпанные,1,0.0
37811,зерна,1,0.0
37812,воронья,1,0.0
37813,каркая,2,0.0
37814,березах,1,0.0
37815,десятины,1,0.0
37816,окровавленные,1,0.0
37817,унылыми,2,0.0
37818,внимательными,2,0.0
37819,носильщиков,2,0.0
37820,отгоняли,1,0.0
37821,распоряжавшиеся,3,0.0
37822,трудное,7,0.0
37823,вопли,2,0.0
37824,жалобные,2,0.0
37825,стенания,1,0.0
37826,хрипели,1,0.0
37827,стонали,1,0.0
37828,бредили,1,0.0
37829,неперевязанных,1,0.0
37830,пронесли,1,0.0
37831,пашня,1,0.0
37832,крутящийся,1,0.0
37833,сук,1,0.0
37834,обвязанною,1,0.0
37835,черноволосый,1,0.0
37836,оттеда,1,0.0
37837,долбанули,1,0.0
37838,побросал,1,0.0
37839,разгоряченными,2,0.0
37840,лезервы,1,0.0
37841,утешительное,2,0.0
37842,расставаться,2,0.0
37843,окровавленном,1,0.0
37844,фартуке,1,0.0
37845,окровавленными,1,0.0
37846,мизинцем,1,0.0
37847,сигару,1,0.0
37848,поводив,1,0.0
37849,указывавшего,1,0.0
37850,внесли,2,0.0
37851,очистившийся,1,0.0
37852,споласкивал,1,0.0
37853,отдельности,1,0.0
37854,палатке,2,0.0
37855,бедра,2,0.0
37856,развлекали,1,0.0
37857,обнаженного,1,0.0
37858,окровавленного,5,0.0
37859,грязный,3,0.0
37860,предсказывая,1,0.0
37861,возбудил,1,0.0
37862,столах,2,0.0
37863,ближнем,1,0.0
37864,татарин,2,0.0
37865,брошенному,1,0.0
37866,резал,2,0.0
37867,коричневой,1,0.0
37868,мускулистой,1,0.0
37869,хрюкал,1,0.0
37870,скуластое,1,0.0
37871,рваться,1,0.0
37872,дергаться,1,0.0
37873,визжать,1,0.0
37874,звенящим,1,0.0
37875,вьющиеся,2,0.0
37876,навалились,1,0.0
37877,дергалась,1,0.0
37878,лихорадочными,2,0.0
37879,трепетаниями,1,0.0
37880,захлебывался,1,0.0
37881,дрожал,3,0.0
37882,управившись,1,0.0
37883,татарином,2,0.0
37884,накинули,1,0.0
37885,раздеть,1,0.0
37886,торопившимися,1,0.0
37887,расстегивал,1,0.0
37888,снимал,2,0.0
37889,ощупал,2,0.0
37890,разбитые,1,0.0
37891,вынуты,1,0.0
37892,клоки,1,0.0
37893,перевязана,1,0.0
37894,прыскали,1,0.0
37895,водою,2,0.0
37896,перенесенного,1,0.0
37897,счастливейшие,1,0.0
37898,клали,1,0.0
37899,убаюкивая,1,0.0
37900,зарывшись,1,0.0
37901,очертания,1,0.0
37902,успокоивали,4,0.0
37903,ооооо,3,0.0
37904,прерываемый,1,0.0
37905,покорившийся,1,0.0
37906,страданию,1,0.0
37907,умирал,5,0.0
37908,невозвратимых,2,0.0
37909,детских,2,0.0
37910,страдали,2,0.0
37911,сапоге,1,0.0
37912,запекшеюся,1,0.0
37913,несчастном,2,0.0
37914,рыдающем,1,0.0
37915,обессилевшем,1,0.0
37916,стакане,1,0.0
37917,распухшими,2,0.0
37918,всхлипывал,1,0.0
37919,детством,1,0.0
37920,любовного,1,0.0
37921,существовала,7,0.0
37922,распухшие,2,0.0
37923,мутно,1,0.0
37924,восторженная,3,0.0
37925,любовными,1,0.0
37926,заблуждениями,1,0.0
37927,ненавидящим,1,0.0
37928,проповедывал,2,0.0
37929,трупами,1,0.0
37930,бессильности,1,0.0
37931,заслугу,3,0.0
37932,опухлый,1,0.0
37933,болезненною,1,0.0
37934,тоской,1,0.0
37935,причастным,1,0.0
37936,взяло,1,0.0
37937,верх,4,0.0
37938,призраком,1,0.0
37939,семеновской,1,0.0
37940,столпившимся,2,0.0
37941,князьковым,1,0.0
37942,вырывает,1,0.0
37943,нерасслушавший,1,0.0
37944,прохрипел,2,0.0
37945,осиплым,1,0.0
37946,искусственный,1,0.0
37947,призраков,1,0.0
37948,ходящая,1,0.0
37949,колесе,1,0.0
37950,привода,1,0.0
37951,жестокую,1,0.0
37952,печальную,2,0.0
37953,человеческую,3,0.0
37954,предназначена,1,0.0
37955,помрачены,1,0.0
37956,носившего,1,0.0
37957,совершавшегося,4,0.0
37958,противуположны,1,0.0
37959,отречься,7,0.0
37960,восхваляемых,1,0.0
37961,уложенное,1,0.0
37962,изувеченными,1,0.0
37963,обманывая,2,0.0
37964,трупов,2,0.0
37965,досуги,2,0.0
37966,изложению,3,0.0
37967,задайте,3,0.0
37968,великолепно,1,0.0
37969,популярная,1,0.0
37970,новейшие,2,0.0
37971,здравого,1,0.0
37972,миролюбивая,1,0.0
37973,консервативная,1,0.0
37974,открывались,2,0.0
37975,благосостояния,1,0.0
37976,благоденствия,2,0.0
37977,европейская,2,0.0
37978,учреждении,1,0.0
37979,конгресс,1,0.0
37980,украли,2,0.0
37981,обсуживали,1,0.0
37982,семейно,1,0.0
37983,народами,9,0.0
37984,писец,1,0.0
37985,предназначенный,2,0.0
37986,провидением,2,0.0
37987,несвободную,1,0.0
37988,путешествуя,1,0.0
37989,судоходны,1,0.0
37990,постоянные,1,0.0
37991,уменьшены,1,0.0
37992,возвратясь,1,0.0
