,word,frequency
74674,"разсказ,",1
74675,командиру.казака,1
74676,"призвали,",1
74677,расспросили;,1
74678,казачьи,1
74679,чинами,1
74680,штабному,1
74681,натянутое.,1
74682,придя,5
74683,наступление.—,1
74684,просите.,1
74685,посоветовать,1
74686,"противоположное,",1
74687,бенигсен.73известие,1
74688,подтвержденное,1
74689,посланными,1
74690,"разъездами,",1
74691,доказало,3
74692,окончательную,1
74693,зрелость,1
74694,струна,1
74695,"соскочила,",1
74696,зашипели,1
74697,куранты.,1
74698,мнимую,1
74699,посылавшего,1
74700,предполагаемое,2
74701,сведение,1
74702,вредным,1
74703,совершившийся,1
74704,"факт.iv.записка,",1
74705,поданная,2
74706,незакрытом,1
74707,"наступлении,",1
74708,5-е,2
74709,октября.4-го,1
74710,дальнейшими,1
74711,распоряжениями.—,1
74712,"толем,",1
74713,хорошая.,1
74714,по-немецки:«die,1
74715,colonne,5
74716,marschirt1,2
74717,туда-то,3
74718,marschirt2,1
74719,"туда-то,»",1
74720,назначенное,3
74721,уничтожали,2
74722,"диспозициях,",1
74723,"придумано,",1
74724,"диспозициям,",1
74725,место.когда,1
74726,должном,1
74727,"экземпляров,",2
74728,призван,3
74729,исполнения.,1
74730,важностью,2
74731,отправился,1
74732,ермолова.—,1
74733,ермолова.,3
74734,ермолов.1,1
74735,идет2,1
74736,идет74—,1
74737,нет.кавалергардский,1
74738,другому.—,1
74739,уехали.«как,1
74740,промедление!,1
74741,досада!»,1
74742,"обедая,",1
74743,ермолова,3
74744,наскоро,1
74745,перекусил,1
74746,милорадовичу.,1
74747,балу,1
74748,"кикина,",1
74749,"ечкине,",1
74750,казачий,2
74751,"далекий,",1
74752,цепью?—,1
74753,цепь.,1
74754,песенников.офицер,1
74755,ечкину.,1
74756,"дружные,",1
74757,плясовой,2
74758,солдатской,1
74759,«во-олузях...,1
74760,во-олузях!..,1
74761,»,3
74762,присвистом,1
74763,торбаном,1
74764,заглушаемое,1
74765,порученного,1
74766,девятый,1
74767,час.,1
74768,сохранившегося,1
74769,буфете,1
74770,винами,1
74771,яствами.,1
74772,окнами,2
74773,песенники.,1
74774,заметную,1
74775,расстегнутых,1
74776,"сюртуках,",1
74777,"красными,",1
74778,полукругом.,1
74779,выделывал,1
74780,трепака.—,1
74781,ха!..офицер,1
74782,подождать;,1
74783,75ермолову.,1
74784,"выслушав,",1
74785,кавалергардскому,1
74786,"штуки,",1
74787,нарочно.,1
74788,подкатить.,1
74789,будет!v.на,1
74790,дряхлый,2
74791,"сражением,",1
74792,"одобрял,",1
74793,"леташевки,",1
74794,"тарутина,",3
74795,наступающие,1
74796,засыпая,2
74797,просыпаясь,1
74798,рассвет,1
74799,сырого,2
74800,ведших,1
74801,водопой,1
74802,присмотрелся,1
74803,полка?,2
74804,кавалеристы,3
74805,засаде.,1
74806,"«ошибка,",1
74807,кашей,1
74808,дровами,1
74809,подштанниках.,1
74810,выступлении,1
74811,вылезши,1
74812,потребованный,1
74813,"эйхен,",1
74814,побагровел,1
74815,виною,3
74816,"трясясь,",1
74817,"приходить,",1
74818,валялся,1
74819,"эйхена,",1
74820,ругаясь,1
74821,площадными,1
74822,подвернувшийся,1
74823,"брозин,",1
74824,"виноватый,",1
74825,потерпел,1
74826,участь.—,1
74827,каналья,1
74828,расстрелять!,1
74829,мерзавцы!,2
74830,шатаясь.,1
74831,76страдание.,1
74832,«напрасно,1
74833,"дне,",1
74834,обдумывал!»,1
74835,"мальчишкой-офицером,",1
74836,надсмеяться,1
74837,теперь!»,1
74838,телесного,1
74839,гневными,1
74840,страдальческими,1
74841,"нехорошего,",1
74842,назад.излившийся,1
74843,(ермолов,1
74844,дня),1
74845,настояния,1
74846,толя,1
74847,неудавшееся,1
74848,согласиться.vi.на,1
74849,выступили.,1
74850,чернолиловатыми,1
74851,"тучами,",1
74852,дождя.,2
74853,"влажна,",1
74854,бренчанье,1
74855,запретили,1
74856,курить,1
74857,высекать,1
74858,ржания.,1
74859,увеличивала,1
74860,привлекательность.,1
74861,козлы,1
74862,(большинство),1
74863,было.граф,1
74864,орлов-денисов,4
74865,казаками,4
74866,(самый,1
74867,стромиловой,1
74868,дмитровское.перед,1
74869,"зарею,",1
74870,задремавшего,1
74871,разбудили.,1
74872,перебежчика,1
74873,понятовского.,1
74874,польски,1
74875,обидели,2
74876,"77всех,",1
74877,наказать.,1
74878,версте,3
74879,"конвою,",1
74880,живьем,2
74881,посоветовался,1
74882,товарищами.,2
74883,"лестно,",1
74884,отказаться.,1
74885,вызывались,1
74886,попытаться.,1
74887,генерал-майор,2
74888,греков,2
74889,унтером-офицером.—,1
74890,"унтер-офицеру,",1
74891,"соврал,",1
74892,"повесить,",1
74893,"собаку,",1
74894,червонцев.унтер-офицер,1
74895,собравшимся,2
74896,грековым.,2
74897,"орлов,",4
74898,начинавшего,1
74899,брезжить,1
74900,затеяно,1
74901,"грекова,",1
74902,обманчиво,2
74903,догоравших,1
74904,костров.,2
74905,"орлова-денисова,",1
74906,открытому,1
74907,склону,1
74908,"заметны,",3
74909,"орлову-денисову,",1
74910,зоркого,1
74911,шевелиться.—,1
74912,"поверим,",1
74913,"обманщик,",1
74914,наврал,1
74915,испортит,1
74916,заведет,1
74917,выхватить,1
74918,главнокомандующего?—,1
74919,"воротить,",2
74920,"орлов-денисов,",2
74921,"предприятию,",1
74922,лагерь.—,1
74923,право?..,1
74924,оставить?,1
74925,воротить?—,1
74926,воротить!,1
74927,светло.78и,1
74928,отмененною,1
74929,"попыткой,",1
74930,тщетным,1
74931,"показывались,",1
74932,наступать.шопотом,1
74933,"распределились,",1
74934,перекрестились...—,1
74935,богом!урааааа!,1
74936,сотня,1
74937,мешка,1
74938,"высыпаясь,",1
74939,дротиками,1
74940,"перевес,",1
74941,ручей,1
74942,лагерю.один,1
74943,увидавшего,1
74944,"неодетое,",1
74945,спросонков,1
74946,побежало,2
74947,попало.ежели,1
74948,добычи,1
74949,1500,2
74950,38,4
74951,поделить,1
74952,"добычу,",3
74953,"покричать,",1
74954,подраться,1
74955,"казаки.французы,",1
74956,преследуемые,1
74957,"опоминаться,",1
74958,командами,1
74959,дальше.между,1
74960,диспозиции:,1
74961,«die,2
74962,marschirt»1,1
74963,опоздавших,1
74964,назначено.,1
74965,вышедшие,2
74966,останавливаться;,1
74967,"неудовольствие,",1
74968,проскакавшие,1
74969,"сердились,",1
74970,"опоздали,",1
74971,махнули,1
74972,«куда-нибудь,1
74973,придем!»,1
74974,опоздали,1
74975,"идет79пользы,",1
74976,"аустерлицком,",1
74977,навыворот.,1
74978,багговута,2
74979,орловым-денисовым.,1
74980,неудачей,1
74981,следует.,1
74982,"багговут,",3
74983,"боевой,",1
74984,"остановками,",1
74985,"путаницей,",1
74986,"противоречиями,",1
74987,бешенство,2
74988,толю.—,1
74989,дивизией,2
74990,вперед.выйдя,1
74991,полезно,2
74992,выстрелы.,3
74993,гневном,1
74994,убила,2
74995,огнем.vii.между,1
74996,фронта,1
74997,колонне,1
74998,начатого,1
74999,двигался.кутузов,1
75000,серенькой,1
75001,"лошадке,",1
75002,атаковать.—,1
75003,языке,3
75004,умеем,1
75005,"милорадовичу,",1
